Type;Rent;Move in price;Address;Link
3 værelses lejlighed på 93 m²;7.510;38.250,-;Gammel Strandvej, 9000 Aalborg, Aalborg - 5. sal;https://www.boligportal.dk/lejligheder/aalborg/93m2-3-vaer-id-3636685
4 værelses lejlighed på 96 m²;7.567;31.478,-;Rosenlundsgade, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/96m2-4-vaer-id-4458285
5 værelses lejlighed på 104 m²;7.572;33.380,-;Umanakvej,, 9210 Aalborg, Aalborg SØ - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/104m2-5-vaer-id-5153875
3 værelses lejlighed på 99 m²;7.589;39.044,-;Borgergade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/99m2-3-vaer-id-5135487
3 værelses lejlighed på 93 m²;7.595;38.755,-;Prinsensgade, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/93m2-3-vaer-id-5171983
3 værelses lejlighed på 93 m²;7.595;38.875,-;Prinsensgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/93m2-3-vaer-id-5034614
3 værelses lejlighed på 93 m²;7.595;38.925,-;Prinsensgade, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/93m2-3-vaer-id-5171981
3 værelses lejlighed på 77 m²;7.600;30.900,-;Blåkildevej, 9220 Aalborg, Aalborg Øst - 5. sal;https://www.boligportal.dk/lejligheder/aalborg/77m2-3-vaer-id-4830827
2 værelses lejlighed på 70 m²;7.600;38.800,-;Strandvejen, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/70m2-2-vaer-id-4154350
2 værelses lejlighed på 73 m²;7.600;38.800,-;Strandvejen, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/73m2-2-vaer-id-4760815
3 værelses lejlighed på 84 m²;7.615;31.260,-;Niels Ebbesens Gade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/84m2-3-vaer-id-5173982
3 værelses lejlighed på 90 m²;7.624;38.721,-;Vestergade, 9400 Aalborg, Nørresundby - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/90m2-3-vaer-id-3680643
4 værelses lejlighed på 99 m²;7.638;37.146,-;Pandoravej,, 9210 Aalborg, Aalborg SØ - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/99m2-4-vaer-id-5172756
3 værelses lejlighed på 101 m²;7.656;38.976,-;Tambosundvej, 9220 Aalborg, Aalborg Øst - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/101m2-3-vaer-id-5055588
4 værelses lejlighed på 120 m²;7.675;31.650,-;Østre Alle, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/120m2-4-vaer-id-4418777
2 værelses lejlighed på 67 m²;7.695;31.480,-;Kridtsløjfen, 9000 Aalborg, Aalborg - 6. sal;https://www.boligportal.dk/lejligheder/aalborg/67m2-2-vaer-id-5143323
2 værelses lejlighed på 63 m²;7.695;31.480,-;Kridtsløjfen, 9000 Aalborg, Aalborg - 5. sal;https://www.boligportal.dk/lejligheder/aalborg/63m2-2-vaer-id-5143299
3 værelses lejlighed på 85 m²;7.695;31.380,-;Marshalls Alle, 9220 Aalborg, Aalborg Øst - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/85m2-3-vaer-id-4515427
3 værelses lejlighed på 97 m²;7.696;31.274,-;Fyrkildevej, 9220 Aalborg, Aalborg Øst;https://www.boligportal.dk/lejligheder/aalborg/97m2-3-vaer-id-5070800
4 værelses lejlighed på 92 m²;7.700;31.700,-;Vesterå, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/92m2-4-vaer-id-4906520
2 værelses lejlighed på 74 m²;7.700;39.300,-;Strandvejen, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/74m2-2-vaer-id-4884122
2 værelses lejlighed på 72 m²;7.700;39.150,-;Godsbanen, 9000 Aalborg, Aalborg - 5. sal;https://www.boligportal.dk/lejligheder/aalborg/72m2-2-vaer-id-4586382
3 værelses lejlighed på 86 m²;7.725;39.325,-;Sjællandsgade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/86m2-3-vaer-id-4697373
4 værelses lejlighed på 116 m²;7.734;39.960,-;Helgolandsgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/116m2-4-vaer-id-5119297
4 værelses lejlighed på 116 m²;7.734;39.960,-;Helgolandsgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/116m2-4-vaer-id-4364552
2 værelses lejlighed på 72 m²;7.750;31.800,-;Søndergade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/72m2-2-vaer-id-2980248
3 værelses lejlighed på 105 m²;7.795;31.980,-;Prinsensgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/105m2-3-vaer-id-5078604
2 værelses lejlighed på 66 m²;7.795;31.480,-;Kridtsløjfen, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/66m2-2-vaer-id-5143303
4 værelses lejlighed på 93 m²;7.795;39.775,-;James Tobins Alle, 9220 Aalborg, Aalborg Øst - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/93m2-4-vaer-id-5174363
3 værelses lejlighed på 105 m²;7.795;31.980,-;Prinsensgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/105m2-3-vaer-id-5078604
3 værelses lejlighed på 100 m²;7.795;39.675,-;Brandstrupsgade, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/100m2-3-vaer-id-5135493
3 værelses lejlighed på 95 m²;7.795;31.780,-;Vesterbro, 9000 Aalborg, Aalborg - 5. sal;https://www.boligportal.dk/lejligheder/aalborg/95m2-3-vaer-id-4865700
3 værelses lejlighed på 86 m²;7.795;39.925,-;Stuhrs Brygge, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/86m2-3-vaer-id-5174745
2 værelses lejlighed på 66 m²;7.795;31.480,-;Kridtsløjfen, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/66m2-2-vaer-id-5143303
3 værelses lejlighed på 80 m²;7.800;31.700,-;Blåkildevej, 9220 Aalborg, Aalborg Øst - 5. sal;https://www.boligportal.dk/lejligheder/aalborg/80m2-3-vaer-id-3959746
1 værelses lejlighed på 139 m²;7.800;39.800,-;C.W. Obels Plads, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/139m2-1-vaer-id-2407402
3 værelses lejlighed på 80 m²;7.800;31.700,-;Blåkildevej, 9220 Aalborg, Aalborg Øst - 5. sal;https://www.boligportal.dk/lejligheder/aalborg/80m2-3-vaer-id-4188965
3 værelses lejlighed på 77 m²;7.800;31.700,-;Blåkildevej, 9220 Aalborg, Aalborg Øst - 6. sal;https://www.boligportal.dk/lejligheder/aalborg/77m2-3-vaer-id-5159084
3 værelses lejlighed på 94 m²;7.825;39.625,-;Østerbro, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/94m2-3-vaer-id-5172526
2 værelses lejlighed på 91 m²;7.886;40.647,-;Vesterå, 9000 Aalborg, Aalborg - 5. sal;https://www.boligportal.dk/lejligheder/aalborg/91m2-2-vaer-id-5138504
3 værelses lejlighed på 77 m²;7.895;39.825,-;Alexander Foss Gade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/77m2-3-vaer-id-5111243
2 værelses lejlighed på 71 m²;7.895;32.330,-;Kridtsløjfen, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/71m2-2-vaer-id-5143319
2 værelses lejlighed på 88 m²;7.895;40.075,-;Overblikket, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/88m2-2-vaer-id-5158378
3 værelses lejlighed på 110 m²;7.900;32.900,-;Gabels Torv, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/110m2-3-vaer-id-4884915
3 værelses lejlighed på 75 m²;7.900;32.250,-;Valdemarsgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/75m2-3-vaer-id-4846136
3 værelses lejlighed på 110 m²;7.900;32.900,-;Gabels Torv, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/110m2-3-vaer-id-4884915
3 værelses lejlighed på 101 m²;7.903;40.601,-;Istedgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/101m2-3-vaer-id-4835311
4 værelses lejlighed på 155 m²;7.950;40.550,-;Jernbanegade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/155m2-4-vaer-id-916204
3 værelses lejlighed på 95 m²;7.950;39.750,-;Vesterbro, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/95m2-3-vaer-id-4680930
3 værelses lejlighed på 94 m²;7.950;48.500,-;Danmarksgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/94m2-3-vaer-id-5136210
3 værelses lejlighed på 90 m²;7.950;24.200,-;Kastetvej, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/90m2-3-vaer-id-5075612
4 værelses lejlighed på 114 m²;7.953;40.715,-;Reberbansgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/114m2-4-vaer-id-2881093
2 værelses lejlighed på 91 m²;7.965;32.467,-;Kastetvej, 9000 Aalborg, Aalborg - 33. sal;https://www.boligportal.dk/lejligheder/aalborg/91m2-2-vaer-id-5106435
3 værelses lejlighed på 82 m²;7.969;40.801,-;Østre Havnegade, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/82m2-3-vaer-id-4998578
3 værelses lejlighed på 87 m²;7.980;32.620,-;Rygård Park, 9400 Aalborg, Nørresundby - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/87m2-3-vaer-id-4098489
3 værelses lejlighed på 100 m²;7.980;32.670,-;Vesterbro, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/100m2-3-vaer-id-4388334
3 værelses lejlighed på 92 m²;7.990;40.850,-;Stormgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/92m2-3-vaer-id-5151419
3 værelses lejlighed på 93 m²;7.990;32.360,-;Kjærulfsgade, 9400 Aalborg, Nørresundby - Stuen;https://www.boligportal.dk/lejligheder/aalborg/93m2-3-vaer-id-3390476
4 værelses lejlighed på 116 m²;7.995;32.880,-;Vesterbro, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/116m2-4-vaer-id-4577052
3 værelses lejlighed på 85 m²;7.995;32.750,-;Vesterbrogade, 9400 Aalborg, Nørresundby - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/85m2-3-vaer-id-4631817
2 værelses lejlighed på 103 m²;7.995;32.780,-;Lille Kongensgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/103m2-2-vaer-id-4870135
3 værelses lejlighed på 92 m²;7.995;32.580,-;Rantzausgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/92m2-3-vaer-id-5156414
3 værelses lejlighed på 85 m²;7.995;32.660,-;Vesterbrogade, 9400 Aalborg, Nørresundby - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/85m2-3-vaer-id-4854288
4 værelses lejlighed på 94 m²;7.995;40.475,-;Blegdalsparken, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/94m2-4-vaer-id-5147422
3 værelses lejlighed på 92 m²;7.995;32.580,-;Rantzausgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/92m2-3-vaer-id-5156414
3 værelses lejlighed på 100 m²;7.995;7.995,-;Fyrkildevej, 9220 Aalborg, Aalborg Øst - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/100m2-3-vaer-id-5169306
3 værelses lejlighed på 79 m²;7.995;40.680,-;Blegkilde Allé, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/79m2-3-vaer-id-5176231
3 værelses lejlighed på 79 m²;7.995;40.475,-;Østerbro, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/79m2-3-vaer-id-4143251
3 værelses lejlighed på 86 m²;7.995;40.475,-;Kastetvej, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/86m2-3-vaer-id-5174009
3 værelses lejlighed på 85 m²;7.995;32.750,-;Vesterbrogade, 9400 Aalborg, Nørresundby - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/85m2-3-vaer-id-4631817
4 værelses lejlighed på 116 m²;7.995;32.880,-;Vesterbro, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/116m2-4-vaer-id-4577052
3 værelses lejlighed på 100 m²;7.995;32.780,-;Lille Kongensgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/100m2-3-vaer-id-4554571
2 værelses lejlighed på 81 m²;7.995;31.980,-;Samsøgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/81m2-2-vaer-id-4993997
3 værelses lejlighed på 85 m²;7.995;32.660,-;Vesterbrogade, 9400 Aalborg, Nørresundby - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/85m2-3-vaer-id-4854288
3 værelses lejlighed på 87 m²;7.997;40.928,-;Stjernepladsen, 9000 Aalborg, Aalborg - 8. sal;https://www.boligportal.dk/lejligheder/aalborg/87m2-3-vaer-id-4998601
4 værelses lejlighed på 132 m²;8.000;32.500,-;Søndervangsvej, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/132m2-4-vaer-id-5128560
2 værelses lejlighed på 65 m²;8.000;25.000,-;Bjerggade, 9400 Aalborg, Nørresundby - Stuen;https://www.boligportal.dk/lejligheder/aalborg/65m2-2-vaer-id-4699255
3 værelses lejlighed på 70 m²;8.000;25.000,-;Østre Alle, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/70m2-3-vaer-id-4794577
2 værelses lejlighed på 75 m²;8.000;40.600,-;Egeparken, 9000 Aalborg, Aalborg - 8. sal;https://www.boligportal.dk/lejligheder/aalborg/75m2-2-vaer-id-5135011
3 værelses lejlighed på 81 m²;8.000;40.700,-;Boeck-Hansens Vej, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/81m2-3-vaer-id-5168381
2 værelses lejlighed på 57 m²;8.000;46.000,-;Christiansgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/57m2-2-vaer-id-4695005
3 værelses lejlighed på 81 m²;8.000;40.700,-;Boeck-Hansens Vej, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/81m2-3-vaer-id-5168381
4 værelses lejlighed på 132 m²;8.000;32.500,-;Søndervangsvej, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/132m2-4-vaer-id-5128560
3 værelses lejlighed på 87 m²;8.011;40.655,-;Poul Anker Bechs Vej, 9200 Aalborg, Aalborg SV - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/87m2-3-vaer-id-5175525
3 værelses rækkehus på 111 m²;8.024;32.594,-;Blåkildevej, 9220 Aalborg, Aalborg Øst - Stuen;https://www.boligportal.dk/r%C3%A6kkehuse/aalborg/111m2-3-vaer-id-5165768
2 værelses lejlighed på 97 m²;8.069;41.145,-;Ryesgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/97m2-2-vaer-id-5172210
4 værelses lejlighed på 104 m²;8.074;41.222,-;Østerbro, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/104m2-4-vaer-id-4836303
4 værelses lejlighed på 107 m²;8.074;50.768,-;Tornhøjgård, 9220 Aalborg, Aalborg Øst - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/107m2-4-vaer-id-5138662
4 værelses lejlighed på 107 m²;8.074;50.768,-;Tornhøjgård, 9220 Aalborg, Aalborg Øst - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/107m2-4-vaer-id-5170792
4 værelses lejlighed på 109 m²;8.084;41.410,-;Christiansgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/109m2-4-vaer-id-3501417
3 værelses lejlighed på 82 m²;8.099;41.195,-;Boeck-Hansens Vej, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/82m2-3-vaer-id-5170741
4 værelses lejlighed på 104 m²;8.100;41.200,-;Blegkilde Alle, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/104m2-4-vaer-id-5140147
4 værelses lejlighed på 104 m²;8.100;40.850,-;Steen Blichers Gade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/104m2-4-vaer-id-5160312
4 værelses lejlighed på 119 m²;8.100;28.800,-;Østerbrogade, 9400 Aalborg, Nørresundby - 7. sal;https://www.boligportal.dk/lejligheder/aalborg/119m2-4-vaer-id-5163693
2 værelses lejlighed på 81 m²;8.100;41.400,-;Godsbanen, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/81m2-2-vaer-id-4859584
4 værelses lejlighed på 108 m²;8.100;50.794,-;Tornhøjgård, 9220 Aalborg, Aalborg Øst - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/108m2-4-vaer-id-5138669
3 værelses lejlighed på 99 m²;8.139;42.163,-;Borgergade, 9000 Aalborg, Aalborg - 5. sal;https://www.boligportal.dk/lejligheder/aalborg/99m2-3-vaer-id-4917781
4 værelses lejlighed på 89 m²;8.149;41.245,-;Vestre Alle, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/89m2-4-vaer-id-3693395
3 værelses lejlighed på 87 m²;8.155;41.754,-;Østre Havnegade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/87m2-3-vaer-id-4998595
3 værelses lejlighed på 89 m²;8.195;41.675,-;Blegkilde Allé, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/89m2-3-vaer-id-5176230
3 værelses lejlighed på 75 m²;8.195;33.530,-;Kridtsløjfen, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/75m2-3-vaer-id-5143255
3 værelses lejlighed på 81 m²;8.200;41.800,-;Boeck-Hansens Vej, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/81m2-3-vaer-id-5148945
4 værelses lejlighed på 104 m²;8.200;42.000,-;Blegkilde Alle, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/104m2-4-vaer-id-5172228
3 værelses lejlighed på 107 m²;8.226;27.879,-;Skolegade,, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/107m2-3-vaer-id-5141450
4 værelses lejlighed på 111 m²;8.230;35.345,-;Fyrkildevej, 9220 Aalborg, Aalborg Øst - Stuen;https://www.boligportal.dk/lejligheder/aalborg/111m2-4-vaer-id-5173706
3 værelses lejlighed på 86 m²;8.250;33.725,-;Tornhøjvej, 9220 Aalborg, Aalborg Øst - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/86m2-3-vaer-id-5144377
3 værelses lejlighed på 95 m²;8.250;42.150,-;Jyllandsgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/95m2-3-vaer-id-4259453
2 værelses lejlighed på 82 m²;8.250;41.950,-;Vesterbro, 9000 Aalborg, Aalborg - 5. sal;https://www.boligportal.dk/lejligheder/aalborg/82m2-2-vaer-id-5127389
3 værelses lejlighed på 95 m²;8.250;42.150,-;Jyllandsgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/95m2-3-vaer-id-4974900
3 værelses lejlighed på 89 m²;8.273;42.195,-;Hasserisvej, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/89m2-3-vaer-id-4973971
3 værelses lejlighed på 89 m²;8.273;41.965,-;Hasserisvej, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/89m2-3-vaer-id-5043625
3 værelses lejlighed på 94 m²;8.281;42.430,-;Badehusvej, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/94m2-3-vaer-id-5054077
4 værelses lejlighed på 100 m²;8.295;33.952,-;Vesterbro, 9000 Aalborg, Aalborg - 5. sal;https://www.boligportal.dk/lejligheder/aalborg/100m2-4-vaer-id-4005031
3 værelses lejlighed på 100 m²;8.295;33.980,-;Vesterbro, 9000 Aalborg, Aalborg - 5. sal;https://www.boligportal.dk/lejligheder/aalborg/100m2-3-vaer-id-4006670
3 værelses lejlighed på 100 m²;8.295;33.980,-;Vesterbro, 9000 Aalborg, Aalborg - 5. sal;https://www.boligportal.dk/lejligheder/aalborg/100m2-3-vaer-id-4006670
3 værelses lejlighed på 95 m²;8.295;42.375,-;Jyllandsgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/95m2-3-vaer-id-4739871
4 værelses lejlighed på 100 m²;8.295;33.952,-;Vesterbro, 9000 Aalborg, Aalborg - 5. sal;https://www.boligportal.dk/lejligheder/aalborg/100m2-4-vaer-id-4005031
4 værelses lejlighed på 111 m²;8.300;50.994,-;Tornhøjgård, 9220 Aalborg, Aalborg Øst - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/111m2-4-vaer-id-5170797
3 værelses lejlighed på 83 m²;8.300;42.300,-;Boeck-Hansens Vej, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/83m2-3-vaer-id-4894768
3 værelses lejlighed på 89 m²;8.309;42.045,-;Hasserisvej, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/89m2-3-vaer-id-4973955
3 værelses lejlighed på 96 m²;8.316;41.980,-;Anna Anchers Vej, 9200 Aalborg, Aalborg SV - Stuen;https://www.boligportal.dk/lejligheder/aalborg/96m2-3-vaer-id-5175645
3 værelses lejlighed på 106 m²;8.316;34.064,-;Fyensgade, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/106m2-3-vaer-id-5173853
4 værelses lejlighed på 111 m²;8.329;35.444,-;Fyrkildevej, 9220 Aalborg, Aalborg Øst - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/111m2-4-vaer-id-5176306
4 værelses lejlighed på 112 m²;8.395;34.380,-;Poul Paghsgade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/112m2-4-vaer-id-5078610
4 værelses rækkehus på 96 m²;8.400;42.900,-;Vitus Berings Vej, 9210 Aalborg, Aalborg Sø;https://www.boligportal.dk/r%C3%A6kkehuse/aalborg/96m2-4-vaer-id-4236333
3 værelses lejlighed på 77 m²;8.400;34.300,-;Kjellerupsgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/77m2-3-vaer-id-5168478
3 værelses lejlighed på 93 m²;8.403;42.715,-;Rygård Park, 9400 Aalborg, Nørresundby - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/93m2-3-vaer-id-5175702
3 værelses lejlighed på 99 m²;8.450;42.750,-;Prinsensgade, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/99m2-3-vaer-id-5123946
4 værelses lejlighed på 102 m²;8.474;43.517,-;Østre Havnegade, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/102m2-4-vaer-id-4251665
4 værelses lejlighed på 130 m²;8.475;34.650,-;Jyllandsgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/130m2-4-vaer-id-4743734
3 værelses lejlighed på 89 m²;8.477;42.935,-;Østerbrogade, 9400 Aalborg, Nørresundby - 5. sal;https://www.boligportal.dk/lejligheder/aalborg/89m2-3-vaer-id-5109331
3 værelses lejlighed på 100 m²;8.495;34.780,-;Vesterbro, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/100m2-3-vaer-id-5078593
4 værelses lejlighed på 111 m²;8.495;34.880,-;Vesterbro, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/111m2-4-vaer-id-5088571
3 værelses lejlighed på 100 m²;8.495;34.180,-;Vesterbro, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/100m2-3-vaer-id-5078594
3 værelses lejlighed på 91 m²;8.495;33.980,-;Jernbanegade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/91m2-3-vaer-id-5135486
3 værelses lejlighed på 81 m²;8.495;43.375,-;Jyllandsgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/81m2-3-vaer-id-4183868
4 værelses lejlighed på 114 m²;8.495;34.680,-;Vesterbro, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/114m2-4-vaer-id-4871546
3 værelses lejlighed på 100 m²;8.495;34.780,-;Vesterbro, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/100m2-3-vaer-id-5078597
4 værelses lejlighed på 146 m²;8.500;34.600,-;Vestergade, 9400 Aalborg, Nørresundby - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/146m2-4-vaer-id-5094431
3 værelses lejlighed på 112 m²;8.500;43.500,-;Kastetvej, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/112m2-3-vaer-id-3879464
3 værelses lejlighed på 102 m²;8.500;43.400,-;Søndergade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/102m2-3-vaer-id-5168240
3 værelses lejlighed på 80 m²;8.500;43.100,-;Kildevældet, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/80m2-3-vaer-id-5170752
2 værelses lejlighed på 65 m²;8.500;61.000,-;Havnegade, 9400 Aalborg, Nørresundby - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/65m2-2-vaer-id-5172824
2 værelses lejlighed på 92 m²;8.549;34.996,-;Østre Havnepark, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/92m2-2-vaer-id-5117653
