Type;Rent;Move in price;Address;Link
4 værelses lejlighed på 100 m²;6.781;25.703,-;Thulevej, 9210 Aalborg, Aalborg SØ - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/100m2-4-vaer-id-5003496
4 værelses lejlighed på 100 m²;6.781;25.703,-;Thulevej, 9210 Aalborg, Aalborg SØ - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/100m2-4-vaer-id-5000239
4 værelses lejlighed på 100 m²;6.781;25.703,-;Thulevej, 9210 Aalborg, Aalborg SØ - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/100m2-4-vaer-id-5081141
3 værelses lejlighed på 79 m²;6.785;27.590,-;Valdemarsgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/79m2-3-vaer-id-1924252
3 værelses lejlighed på 85 m²;6.795;27.880,-;Hasserisgade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/85m2-3-vaer-id-3950851
2 værelses lejlighed på 82 m²;6.795;27.980,-;Vesterbro, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/82m2-2-vaer-id-5078595
2 værelses lejlighed på 82 m²;6.795;27.980,-;Vesterbro, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/82m2-2-vaer-id-5078608
3 værelses lejlighed på 80 m²;6.795;34.675,-;Herluf Trolles Gade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/80m2-3-vaer-id-4986236
3 værelses lejlighed på 85 m²;6.795;28.480,-;Hasserisgade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/85m2-3-vaer-id-5137201
3 værelses lejlighed på 88 m²;6.800;27.800,-;Østre Alle, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/88m2-3-vaer-id-3310576
3 værelses lejlighed på 84 m²;6.830;28.020,-;Østre Alle, 9000 Aalborg, Aalborg;https://www.boligportal.dk/lejligheder/aalborg/84m2-3-vaer-id-5145143
3 værelses lejlighed på 85 m²;6.850;29.050,-;Stormgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/85m2-3-vaer-id-3532436
3 værelses lejlighed på 80 m²;6.850;34.950,-;Annebergvej, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/80m2-3-vaer-id-5167852
3 værelses lejlighed på 90 m²;6.850;34.950,-;Ivar Huitfeldts Gade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/90m2-3-vaer-id-5035078
3 værelses lejlighed på 77 m²;6.850;34.550,-;Sjællandsgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/77m2-3-vaer-id-5173921
3 værelses lejlighed på 85 m²;6.850;29.050,-;Stormgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/85m2-3-vaer-id-3532436
3 værelses lejlighed på 90 m²;6.850;34.950,-;Ivar Huitfeldts Gade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/90m2-3-vaer-id-5035078
3 værelses lejlighed på 78 m²;6.850;35.109,-;Louisegade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/78m2-3-vaer-id-5070916
3 værelses lejlighed på 91 m²;6.890;28.160,-;Myrdalstræde, 9220 Aalborg, Aalborg Øst - Stuen;https://www.boligportal.dk/lejligheder/aalborg/91m2-3-vaer-id-3799334
3 værelses lejlighed på 79 m²;6.895;35.275,-;Læsøgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/79m2-3-vaer-id-1844953
4 værelses lejlighed på 116 m²;6.900;35.250,-;Vestergade, 9400 Aalborg, Nørresundby - Kælder;https://www.boligportal.dk/lejligheder/aalborg/116m2-4-vaer-id-5025459
3 værelses lejlighed på 78 m²;6.900;35.700,-;Indkilde Alle, 9210 Aalborg, Aalborg Sø;https://www.boligportal.dk/lejligheder/aalborg/78m2-3-vaer-id-4877554
2 værelses lejlighed på 72 m²;6.900;35.100,-;Kildevældet, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/72m2-2-vaer-id-5111355
3 værelses lejlighed på 76 m²;6.900;28.600,-;Rosengården, 9200 Aalborg, Aalborg SV - Stuen;https://www.boligportal.dk/lejligheder/aalborg/76m2-3-vaer-id-5173030
3 værelses lejlighed på 80 m²;6.900;21.300,-;Carit Etlars Gade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/80m2-3-vaer-id-4607377
3 værelses lejlighed på 88 m²;6.900;34.968,-;Poul Anker Bechs Vej, 9200 Aalborg, Aalborg Sv - Stuen;https://www.boligportal.dk/lejligheder/aalborg/88m2-3-vaer-id-4641806
4 værelses lejlighed på 95 m²;6.900;35.200,-;Valdemarsgade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/95m2-4-vaer-id-4614289
3 værelses lejlighed på 78 m²;6.925;35.275,-;Absalonsgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/78m2-3-vaer-id-2942775
3 værelses lejlighed på 79 m²;6.925;35.225,-;Rantzausgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/79m2-3-vaer-id-3644322
2 værelses lejlighed på 76 m²;6.937;25.411,-;Nyhavnsgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/76m2-2-vaer-id-5172928
3 værelses lejlighed på 67 m²;6.947;35.442,-;Laurits Hauges Vej, 9400 Aalborg, Nørresundby - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/67m2-3-vaer-id-4531813
3 værelses lejlighed på 75 m²;6.950;28.100,-;Himmerlandsgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/75m2-3-vaer-id-5080621
3 værelses lejlighed på 100 m²;6.950;28.550,-;Istedgade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/100m2-3-vaer-id-4626303
2 værelses lejlighed på 69 m²;6.963;28.427,-;Tornhøjvej, 9220 Aalborg, Aalborg Øst - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/69m2-2-vaer-id-5171244
2 værelses lejlighed på 63 m²;6.975;34.875,-;Akvavitvej, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/63m2-2-vaer-id-5171955
3 værelses lejlighed på 93 m²;6.975;28.831,-;Louisegade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/93m2-3-vaer-id-4938776
3 værelses lejlighed på 97 m²;6.980;28.670,-;Sølystvej, 9220 Aalborg, Aalborg Øst - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/97m2-3-vaer-id-4726701
3 værelses lejlighed på 84 m²;6.995;28.680,-;Vesterbro, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/84m2-3-vaer-id-4004952
3 værelses lejlighed på 84 m²;6.995;28.280,-;Digmannsvej, 9400 Aalborg, Nørresundby - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/84m2-3-vaer-id-4113766
2 værelses lejlighed på 79 m²;6.995;35.475,-;Torvegade, 9400 Aalborg, Nørresundby - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/79m2-2-vaer-id-4906389
3 værelses lejlighed på 82 m²;6.995;28.280,-;Digmannsvej, 9400 Aalborg, Nørresundby - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/82m2-3-vaer-id-5169289
2 værelses lejlighed på 80 m²;6.995;35.675,-;Urbansgade, 9000 Aalborg, Aalborg - 5. sal;https://www.boligportal.dk/lejligheder/aalborg/80m2-2-vaer-id-4378970
3 værelses lejlighed på 85 m²;6.995;28.680,-;Kastetvej, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/85m2-3-vaer-id-4416460
3 værelses lejlighed på 74 m²;6.995;28.680,-;Kastetvej, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/74m2-3-vaer-id-5171867
3 værelses lejlighed på 81 m²;6.995;35.375,-;Dronningensgade, 9400 Aalborg, Nørresundby - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/81m2-3-vaer-id-5164334
2 værelses lejlighed på 62 m²;6.995;28.610,-;Fyensgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/62m2-2-vaer-id-5169337
3 værelses lejlighed på 84 m²;6.995;35.275,-;Digmannsvej, 9400 Aalborg, Nørresundby - Stuen;https://www.boligportal.dk/lejligheder/aalborg/84m2-3-vaer-id-4748815
3 værelses lejlighed på 86 m²;6.995;28.780,-;Prinsensgade, 9000 Aalborg, Aalborg - 5. sal;https://www.boligportal.dk/lejligheder/aalborg/86m2-3-vaer-id-4855959
3 værelses lejlighed på 90 m²;6.995;28.680,-;Prinsensgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/90m2-3-vaer-id-5081762
3 værelses lejlighed på 72 m²;6.995;35.475,-;Himmerlandsgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/72m2-3-vaer-id-5175514
3 værelses lejlighed på 86 m²;6.995;28.780,-;Christiansgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/86m2-3-vaer-id-4916314
3 værelses lejlighed på 84 m²;6.995;28.680,-;Vesterbro, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/84m2-3-vaer-id-4004952
2 værelses lejlighed på 62 m²;6.995;28.610,-;Fyensgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/62m2-2-vaer-id-5169337
3 værelses lejlighed på 72 m²;6.995;35.475,-;Himmerlandsgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/72m2-3-vaer-id-5175514
2 værelses lejlighed på 62 m²;6.995;28.660,-;Fyensgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/62m2-2-vaer-id-5160374
3 værelses lejlighed på 93 m²;6.995;28.780,-;Ågade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/93m2-3-vaer-id-5174711
3 værelses lejlighed på 73 m²;6.995;28.636,-;Kastetvej, 9000 Aalborg, Aalborg - 33. sal;https://www.boligportal.dk/lejligheder/aalborg/73m2-3-vaer-id-5106434
3 værelses lejlighed på 84 m²;6.995;28.680,-;Vesterbro, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/84m2-3-vaer-id-4684549
3 værelses lejlighed på 90 m²;6.995;28.680,-;Prinsensgade, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/90m2-3-vaer-id-5081760
3 værelses lejlighed på 77 m²;6.995;28.580,-;Kjellerups Torv, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/77m2-3-vaer-id-3540095
3 værelses lejlighed på 68 m²;6.998;35.753,-;Laurits Hauges Vej, 9400 Aalborg, Nørresundby - Stuen;https://www.boligportal.dk/lejligheder/aalborg/68m2-3-vaer-id-4531743
3 værelses lejlighed på 106 m²;7.000;21.800,-;Skrågade, 9400 Aalborg, Nørresundby - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/106m2-3-vaer-id-5175115
3 værelses lejlighed på 97 m²;7.000;36.100,-;Østerbro, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/97m2-3-vaer-id-4951251
3 værelses lejlighed på 78 m²;7.000;28.000,-;Løkkegade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/78m2-3-vaer-id-5150793
3 værelses lejlighed på 81 m²;7.000;49.000,-;Tyge Brahes Vej, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/81m2-3-vaer-id-5136429
2 værelses lejlighed på 83 m²;7.000;28.550,-;Danmarksgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/83m2-2-vaer-id-4841181
3 værelses lejlighed på 93 m²;7.000;28.650,-;Jyllandsgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/93m2-3-vaer-id-3131513
4 værelses lejlighed på 82 m²;7.008;28.932,-;Danmarksgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/82m2-4-vaer-id-5143385
3 værelses lejlighed på 90 m²;7.023;28.983,-;Fyrkildevej, 9220 Aalborg, Aalborg Øst - Stuen;https://www.boligportal.dk/lejligheder/aalborg/90m2-3-vaer-id-5176323
4 værelses lejlighed på 98 m²;7.064;36.556,-;Helgolandsgade, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/98m2-4-vaer-id-4943173
2 værelses lejlighed på 77 m²;7.070;32.685,-;Istedgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/77m2-2-vaer-id-4932852
2 værelses lejlighed på 90 m²;7.072;36.010,-;Slotsgade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/90m2-2-vaer-id-3951018
2 værelses lejlighed på 81 m²;7.100;36.250,-;C. W. Obels Plads, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/81m2-2-vaer-id-4584343
3 værelses lejlighed på 77 m²;7.100;28.970,-;Provstejorden, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/77m2-3-vaer-id-5161314
3 værelses rækkehus på 87 m²;7.120;27.009,-;Bygaden, 9200 Aalborg, Aalborg SV;https://www.boligportal.dk/r%C3%A6kkehuse/aalborg/87m2-3-vaer-id-5175999
4 værelses lejlighed på 100 m²;7.131;26.053,-;Thulevej, 9210 Aalborg, Aalborg SØ - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/100m2-4-vaer-id-5176564
3 værelses lejlighed på 72 m²;7.138;29.352,-;Cortesgyde, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/72m2-3-vaer-id-4314388
3 værelses lejlighed på 76 m²;7.150;29.350,-;Rostrupsvej, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/76m2-3-vaer-id-2913362
3 værelses lejlighed på 85 m²;7.150;36.500,-;Poul Paghs Gade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/85m2-3-vaer-id-5088128
3 værelses lejlighed på 88 m²;7.150;36.350,-;Hadsundvej, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/88m2-3-vaer-id-5143668
4 værelses lejlighed på 100 m²;7.171;26.093,-;Thulevej, 9210 Aalborg, Aalborg SØ - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/100m2-4-vaer-id-4062165
2 værelses lejlighed på 65 m²;7.175;35.875,-;Akvavitvej, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/65m2-2-vaer-id-5171968
3 værelses lejlighed på 96 m²;7.195;29.480,-;Vesterbro, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/96m2-3-vaer-id-4855597
2 værelses lejlighed på 67 m²;7.195;29.480,-;Kridtsløjfen, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/67m2-2-vaer-id-5143324
2 værelses lejlighed på 63 m²;7.195;29.480,-;Kridtsløjfen, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/63m2-2-vaer-id-5143317
3 værelses lejlighed på 111 m²;7.200;37.000,-;Fyensgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/111m2-3-vaer-id-5092026
2 værelses lejlighed på 87 m²;7.200;36.750,-;Prinsensgade, 9000 Aalborg, Aalborg - 5. sal;https://www.boligportal.dk/lejligheder/aalborg/87m2-2-vaer-id-5034636
2 værelses lejlighed på 74 m²;7.200;36.800,-;Strandvejen, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/74m2-2-vaer-id-5135004
2 værelses lejlighed på 56 m²;7.200;29.300,-;Søndergade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/56m2-2-vaer-id-5156197
3 værelses lejlighed på 115 m²;7.200;29.450,-;Jyllandsgade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/115m2-3-vaer-id-4823542
2 værelses lejlighed på 67 m²;7.200;36.300,-;Nygade, 9400 Aalborg, Nørresundby - Stuen;https://www.boligportal.dk/lejligheder/aalborg/67m2-2-vaer-id-5174710
2 værelses lejlighed på 80 m²;7.211;37.124,-;Borgergade, 9000 Aalborg, Aalborg - 5. sal;https://www.boligportal.dk/lejligheder/aalborg/80m2-2-vaer-id-5046974
2 værelses lejlighed på 69 m²;7.245;37.475,-;Blegkilde Allé, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/69m2-2-vaer-id-5046931
3 værelses lejlighed på 85 m²;7.247;37.554,-;Vesterå, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/85m2-3-vaer-id-4906047
2 værelses lejlighed på 66 m²;7.263;36.563,-;Laurits Hauges Vej, 9400 Aalborg, Nørresundby - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/66m2-2-vaer-id-5165052
2 værelses lejlighed på 70 m²;7.275;36.775,-;Teisensvej, 9400 Aalborg, Nørresundby;https://www.boligportal.dk/lejligheder/aalborg/70m2-2-vaer-id-5143168
3 værelses lejlighed på 89 m²;7.295;29.880,-;Ågade, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/89m2-3-vaer-id-4872507
3 værelses lejlighed på 100 m²;7.295;29.980,-;Vesterbro, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/100m2-3-vaer-id-4331399
3 værelses lejlighed på 79 m²;7.295;29.830,-;Boulevarden, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/79m2-3-vaer-id-3744122
3 værelses lejlighed på 91 m²;7.295;29.855,-;Østerbro, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/91m2-3-vaer-id-4152874
3 værelses lejlighed på 103 m²;7.299;32.351,-;Fyrkildevej, 9220 Aalborg, Aalborg Øst - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/103m2-3-vaer-id-5070875
2 værelses lejlighed på 71 m²;7.300;36.800,-;Skansehøj, 9400 Aalborg, Nørresundby - Stuen;https://www.boligportal.dk/lejligheder/aalborg/71m2-2-vaer-id-4383175
2 værelses lejlighed på 99 m²;7.300;44.600,-;Lindholm Brygge, 9400 Aalborg, Nørresundby - 11. sal;https://www.boligportal.dk/lejligheder/aalborg/99m2-2-vaer-id-5170922
3 værelses lejlighed på 115 m²;7.300;29.875,-;Jyllandsgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/115m2-3-vaer-id-4166773
3 værelses lejlighed på 90 m²;7.300;29.970,-;Svendsgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/90m2-3-vaer-id-5176415
4 værelses lejlighed på 100 m²;7.300;30.050,-;Hadsundvej, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/100m2-4-vaer-id-5114056
4 værelses lejlighed på 100 m²;7.300;37.350,-;Hadsundvej, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/100m2-4-vaer-id-5139088
3 værelses lejlighed på 90 m²;7.320;37.200,-;Ny Kastetvej, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/90m2-3-vaer-id-3691001
3 værelses lejlighed på 90 m²;7.320;37.200,-;Ny Kastetvej, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/90m2-3-vaer-id-5163459
3 værelses lejlighed på 89 m²;7.325;37.425,-;Løkkegade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/89m2-3-vaer-id-5076706
4 værelses lejlighed på 104 m²;7.340;37.300,-;Læsøgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/104m2-4-vaer-id-4783822
3 værelses lejlighed på 78 m²;7.350;37.350,-;Poul Paghs Gade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/78m2-3-vaer-id-3609806
3 værelses lejlighed på 87 m²;7.366;37.773,-;Stjernepladsen, 9000 Aalborg, Aalborg - 5. sal;https://www.boligportal.dk/lejligheder/aalborg/87m2-3-vaer-id-5169770
3 værelses lejlighed på 90 m²;7.370;37.040,-;Ny Kastetvej, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/90m2-3-vaer-id-3635650
3 værelses lejlighed på 104 m²;7.375;37.675,-;Gammel Strandvej, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/104m2-3-vaer-id-5124852
4 værelses lejlighed på 111 m²;7.378;34.493,-;Fyrkildevej, 9220 Aalborg, Aalborg Øst - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/111m2-4-vaer-id-5176319
3 værelses lejlighed på 95 m²;7.383;37.665,-;Bonnesensgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/95m2-3-vaer-id-5141243
3 værelses lejlighed på 88 m²;7.395;30.380,-;Vesterbro, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/88m2-3-vaer-id-4885403
2 værelses lejlighed på 88 m²;7.395;30.280,-;Overblikket, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/88m2-2-vaer-id-5176644
3 værelses lejlighed på 94 m²;7.395;30.330,-;Boulevarden, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/94m2-3-vaer-id-4619810
3 værelses lejlighed på 94 m²;7.395;30.330,-;Boulevarden, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/94m2-3-vaer-id-4619810
3 værelses lejlighed på 88 m²;7.395;30.380,-;Vesterbro, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/88m2-3-vaer-id-4885403
3 værelses lejlighed på 88 m²;7.395;30.280,-;Vesterbro, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/88m2-3-vaer-id-4569375
3 værelses lejlighed på 97 m²;7.400;37.950,-;C.V. Jessens Gade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/97m2-3-vaer-id-4729038
3 værelses lejlighed på 98 m²;7.400;30.600,-;Østerbro, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/98m2-3-vaer-id-5145892
3 værelses lejlighed på 83 m²;7.400;30.400,-;Prinsensgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/83m2-3-vaer-id-5025462
2 værelses lejlighed på 81 m²;7.425;30.250,-;Brotorvet, 9400 Aalborg, Nørresundby - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/81m2-2-vaer-id-4999576
3 værelses lejlighed på 97 m²;7.437;31.015,-;Fyrkildevej, 9220 Aalborg, Aalborg Øst;https://www.boligportal.dk/lejligheder/aalborg/97m2-3-vaer-id-5170746
2 værelses lejlighed på 93 m²;7.440;37.950,-;Ryesgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/93m2-2-vaer-id-4609971
